Fts_0,Fts_1,Fts_2,Fts_3,Fts_4,Fts_5,Fts_6,Fts_7,Fts_8,Fts_9,Fts_10,Label
55,0,8.495584973020666,87,-4,54,0,10.0,32,33,2,1
43,0,8.49600039508409,80,-2,42,-16,10.0,37,39,2,1
46,0,8.515744188271462,87,0,44,-24,10.0,41,43,2,1
41,0,8.50257177147947,82,0,38,-26,10.0,41,43,2,1
104,0,12.509407490723294,105,-6,72,8,10.0,1,33,32,5
56,0,11.499657377421958,78,0,10,16,10.0,22,68,46,4
43,0,8.500048171821058,79,0,42,-17,10.0,36,38,2,1
49,-3,8.48947585992935,86,0,46,-23,10.0,38,40,2,1
41,-3,8.506086440588223,81,0,42,20,10.0,41,40,0,1
39,3,8.481042244775123,83,1,38,0,10.0,44,44,0,1
37,1,8.50710291301138,81,0,36,0,10.0,44,45,2,1
44,3,8.513732171647833,79,0,44,9,10.0,36,35,0,1
81,0,12.490219149265766,84,0,-22,-8,10.0,3,108,104,5
37,0,8.498231435159074,106,0,28,12,10.0,68,77,8,1
37,-1,8.501066188435129,76,-3,24,-6,10.0,39,52,14,1
49,-1,8.516360763395216,84,0,50,3,10.0,35,35,0,1
44,0,8.475055279842191,106,-7,44,5,10.0,61,62,0,1
82,0,12.502731423199293,86,0,-40,3,10.0,5,128,124,5
44,0,8.522066260974507,81,7,44,4,10.0,38,37,0,1
81,-5,12.502679348581173,86,0,-40,0,10.0,5,127,122,5
46,0,8.5316529539279,93,0,46,10,10.0,48,47,0,1
55,0,8.519821755022736,86,0,56,18,10.0,31,30,0,1
51,0,8.489263370267032,81,0,50,-23,10.0,29,32,2,1
56,2,8.485263998110108,95,0,54,-25,10.0,39,41,2,1
46,2,8.499713738967987,77,0,46,10,10.0,32,31,0,1
37,0,8.492712736752638,76,0,34,-21,10.0,39,42,2,1
55,0,11.515698156302454,95,0,44,-4,10.0,40,51,12,4
56,0,11.50189338039147,97,-1,46,-6,10.0,41,50,10,4
37,0,8.525270608603657,106,0,20,-11,10.0,69,85,16,1
43,0,8.493876508838257,102,0,42,-21,10.0,59,61,2,1
50,-3,8.5099213310408,85,-4,50,0,10.0,36,36,0,1
37,0,8.501781271136833,77,3,-12,0,10.0,41,90,50,1
37,0,8.50938692627799,106,-12,28,0,10.0,69,77,8,1
37,0,8.485015030754367,84,0,30,6,10.0,47,53,6,1
45,0,8.503315031144124,87,0,46,13,10.0,42,41,0,1
55,0,8.525712504776985,97,3,54,0,10.0,41,42,2,1
37,0,8.505253547152419,82,3,20,2,10.0,45,61,16,1
49,-2,8.49662018373287,86,0,46,-15,10.0,38,40,2,1
37,0,8.512093457398466,78,0,20,0,10.0,41,57,16,1
38,2,8.499491737134335,80,0,38,0,10.0,42,41,0,1
37,0,8.492860900074906,77,0,-18,18,10.0,41,96,54,1
37,0,8.501304808730488,91,0,16,-2,10.0,53,75,22,1
56,1,11.514385591118613,81,2,-4,0,10.0,25,86,62,4
37,0,8.50054083968612,93,0,10,30,10.0,55,82,28,1
37,0,8.491790212625597,94,0,10,19,10.0,57,84,28,1
45,-1,8.498346577232482,106,-1,44,-2,10.0,62,62,0,1
49,1,8.500243990668173,78,0,50,19,10.0,29,29,0,1
43,3,8.501921706106488,83,0,42,0,10.0,40,41,2,1
37,-3,8.50306996254502,82,0,38,3,10.0,45,43,0,1
56,-5,8.490914389522223,83,0,56,0,10.0,26,26,0,1
37,0,8.483277491306401,104,0,28,9,10.0,66,75,8,1
37,0,8.481444646122217,77,0,36,-22,10.0,39,41,2,1
56,-1,11.493577211236987,79,0,26,-10,10.0,23,53,30,4
37,-11,8.506569635408603,76,0,20,0,10.0,39,55,16,1
40,1,8.49865536289455,81,2,38,0,10.0,41,43,2,1
37,0,8.480498777172752,78,0,-2,-25,10.0,41,81,40,1
56,3,8.486983999919975,80,0,56,22,10.0,24,23,0,1
45,0,8.490289032312939,76,0,46,23,10.0,30,29,0,1
45,-5,8.507768635116518,78,0,44,-26,10.0,33,34,2,1
49,-4,8.488556681483196,78,0,50,2,10.0,29,29,0,1
46,0,8.493152491274222,81,0,46,12,10.0,35,34,0,1
37,0,8.510828756866408,77,-4,16,0,10.0,40,62,22,1
105,3,12.507713186265928,106,1,72,31,10.0,1,33,32,5
56,1,8.497917079354757,88,0,54,-2,10.0,32,33,2,1
43,-4,8.503196820983662,83,0,44,16,10.0,39,39,0,1
56,-3,8.51331415771768,86,2,56,1,10.0,31,30,0,1
37,0,8.503274035563535,106,0,28,-6,10.0,69,78,8,1
56,3,11.500626198474533,95,0,44,2,10.0,39,51,12,4
43,0,8.487603342439979,84,7,42,0,10.0,42,43,2,1
37,0,8.500712153261775,90,0,36,12,10.0,53,54,2,1
56,0,11.489228248879853,77,0,-22,25,10.0,21,100,80,4
44,5,8.508191834732758,81,0,44,14,10.0,37,37,0,1
44,0,8.503962968649567,86,3,44,4,10.0,43,42,0,1
56,0,8.517056263528483,95,0,56,13,10.0,40,39,0,1
51,0,8.505805182884368,83,0,52,7,10.0,31,31,0,1
43,0,8.50287732207038,76,0,42,-3,10.0,33,35,2,1
45,0,8.500308260902289,88,0,44,-1,10.0,43,44,2,1
44,3,8.494206211628955,84,0,44,16,10.0,41,41,0,1
37,0,8.504175293615933,79,0,2,-14,10.0,42,76,34,1
55,0,8.504705154307725,96,0,54,21,10.0,41,42,2,1
51,0,8.496886562097588,78,-1,52,15,10.0,27,26,0,1
44,0,8.517247261058271,84,0,44,16,10.0,40,40,0,1
37,0,8.498378181382725,82,0,30,-3,10.0,45,51,6,1
62,-1,8.507205795362676,110,2,62,0,10.0,48,48,0,1
55,0,11.492556339219721,95,-1,52,0,10.0,40,44,4,4
55,0,11.503805095252725,77,0,-20,10,10.0,21,97,76,4
37,0,8.489790249602605,103,0,24,1,10.0,66,80,14,1
49,4,8.49830052874675,77,0,46,-8,10.0,28,30,2,1
51,5,8.473992588552042,77,0,52,13,10.0,26,25,0,1
46,-1,8.50313557285262,86,0,44,-30,10.0,41,42,2,1
39,-1,8.492145655557138,77,-4,38,-6,10.0,38,38,0,1
51,0,8.491193359285193,87,0,50,-11,10.0,36,38,2,1
37,0,8.510689867791026,96,0,30,5,10.0,59,65,6,1
55,0,11.511590688379588,79,0,20,-1,10.0,24,59,34,4
43,0,8.498410648692287,81,0,44,28,10.0,37,37,0,1
55,0,11.500167085313455,97,4,50,15,10.0,41,48,6,4
37,-1,8.518804408016182,77,-3,-20,15,10.0,41,98,58,1
44,0,8.491831837801124,81,-1,44,0,10.0,37,37,0,1
44,5,8.504495719327645,76,0,44,0,10.0,31,32,0,1
55,0,8.492244332555387,93,5,54,0,10.0,37,39,2,1
44,-1,8.50129013958228,84,3,44,0,10.0,40,41,0,1
37,-1,8.499551017742162,76,-3,20,-7,10.0,40,55,16,1
41,5,8.48398544904498,78,0,42,12,10.0,37,37,0,1
51,0,8.500704320244234,82,0,52,27,10.0,31,30,0,1
53,0,8.484637448150538,83,0,54,11,10.0,30,29,0,1
56,0,11.510825828774514,78,0,8,6,10.0,22,70,48,4
85,0,12.505513763376516,88,0,0,-12,10.0,3,88,86,5
48,3,8.493009819925266,84,0,46,0,10.0,36,37,2,1
56,3,8.48635934730168,81,0,54,-13,10.0,25,27,2,1
37,0,8.490845330342596,77,4,26,14,10.0,41,52,10,1
43,0,8.516824839916623,88,0,42,-16,10.0,44,46,2,1
52,0,8.509336567286326,88,-1,52,0,10.0,36,36,0,1
37,0,8.497194982662887,76,-2,36,-4,10.0,39,40,0,1
53,0,8.487552940605811,77,-6,52,-19,10.0,25,26,2,1
37,0,8.491514785234802,84,2,30,14,10.0,47,53,6,1
49,0,8.506158918583097,88,2,46,-12,10.0,40,42,2,1
37,0,8.498101195979455,76,0,28,-8,10.0,39,47,8,1
54,1,8.479668500983184,79,5,54,0,10.0,26,25,0,1
55,0,11.501503729833367,82,0,-32,-1,10.0,26,115,90,4
56,-2,8.47833884515991,92,0,54,0,10.0,36,38,2,1
56,0,11.489363518572642,96,3,50,6,10.0,40,47,6,4
45,0,8.48462769673643,81,2,44,-3,10.0,35,37,2,1
59,0,8.498162486894103,86,0,60,14,10.0,28,27,0,1
47,5,8.486095580315311,83,6,46,0,10.0,37,37,0,1
46,-2,8.517867986053343,77,0,46,4,10.0,32,31,0,1
43,0,8.507393543027106,81,0,42,-6,10.0,38,40,2,1
45,5,8.506997592458445,79,-1,44,0,10.0,35,35,0,1
55,-2,11.499826965526315,98,-7,46,-10,10.0,42,51,8,4
37,0,8.512944472818896,76,0,24,9,10.0,39,52,14,1
56,0,8.502906484292003,91,0,56,21,10.0,35,34,0,1
53,2,8.510937158148769,79,0,54,4,10.0,25,24,0,1
55,0,11.494694502557781,76,2,-22,0,10.0,21,99,78,4
56,0,11.484828903388903,95,0,44,7,10.0,40,51,12,4
43,0,8.502934481476547,85,-1,42,-22,10.0,42,44,2,1
37,1,8.508724488786333,76,0,34,0,10.0,39,43,4,1
53,3,8.48031103946758,81,0,54,2,10.0,28,27,0,1
37,-2,8.502905355078875,82,0,36,-17,10.0,45,46,2,1
45,0,8.506901127596759,88,-6,44,0,10.0,43,44,2,1
49,0,8.485314314858222,88,0,50,21,10.0,39,39,0,1
63,3,8.503637871768612,112,2,62,0,10.0,49,50,2,1
55,0,11.498070341093609,79,2,0,0,10.0,23,79,56,4
53,0,8.497448649433998,86,0,54,19,10.0,33,32,0,1
53,1,8.500262993214777,78,0,54,6,10.0,25,24,0,1
55,0,11.487317841682955,96,0,52,30,10.0,41,44,4,4
41,-2,8.498860089825566,86,0,38,-22,10.0,46,48,2,1
45,0,8.489292663095918,86,-1,46,29,10.0,40,39,0,1
55,1,11.477944176054901,79,0,42,-6,10.0,24,37,14,4
37,0,8.504324900038613,95,6,10,0,10.0,58,85,28,1
41,1,8.503931849525816,108,0,42,5,10.0,66,66,0,1
43,0,8.490610352246742,81,2,42,-2,10.0,38,40,2,1
44,0,8.501656808029997,77,0,42,-29,10.0,34,36,2,1
55,0,8.498744680095198,81,8,54,0,10.0,27,27,0,1
52,0,8.485020563510622,81,0,52,0,10.0,29,29,0,1
43,-1,8.499911183680508,79,0,44,13,10.0,35,35,0,1
48,-2,8.504338622022185,83,-6,46,-9,10.0,35,37,2,1
47,1,8.495378505600785,78,-1,46,0,10.0,31,32,0,1
43,0,8.503110009517187,78,-2,42,-6,10.0,35,37,2,1
37,0,8.482611519031892,82,0,30,-26,10.0,45,51,6,1
46,0,8.51104881777004,83,0,46,15,10.0,37,36,0,1
56,3,8.498947363136347,88,0,56,30,10.0,32,31,0,1
55,0,11.493088292648524,93,0,52,6,10.0,38,42,4,4
37,0,8.506620037732269,76,0,20,-26,10.0,39,55,16,1
37,0,8.497693031353421,97,0,34,-2,10.0,59,63,4,1
37,0,8.487811867485725,104,-3,28,0,10.0,67,76,8,1
37,0,8.507357865021154,76,0,28,10,10.0,39,47,8,1
85,0,12.503264395011723,88,-7,2,0,10.0,3,85,82,5
37,0,8.510411832539258,77,0,-6,7,10.0,41,85,44,1
56,0,8.4956393146486,78,-1,54,-17,10.0,22,24,2,1
44,2,8.494738388987562,102,0,44,16,10.0,59,58,0,1
37,-4,8.49987275299325,100,0,34,0,10.0,64,67,2,1
44,2,8.510346744089938,77,0,44,17,10.0,33,33,0,1
38,3,8.502279103521504,92,0,10,-8,10.0,54,81,28,1
51,4,8.50274082247064,86,0,50,-10,10.0,35,37,2,1
56,-2,8.492444275220366,86,-6,54,-30,10.0,30,32,2,1
52,-4,8.496025353927875,88,0,52,0,10.0,36,37,0,1
55,0,11.500667604341157,92,0,26,-20,10.0,36,66,30,4
37,0,8.475969146215006,77,0,8,2,10.0,40,70,30,1
37,0,8.508361769284322,76,0,36,30,10.0,40,40,0,1
43,0,8.506813117581899,87,0,42,-11,10.0,44,46,2,1
56,0,11.506909074458935,97,0,50,7,10.0,41,48,6,4
37,-2,8.510270471045525,76,0,38,11,10.0,39,37,0,1
51,3,8.489723596882415,102,0,52,6,10.0,51,50,0,1
44,4,8.497526007550903,77,0,44,0,10.0,33,34,0,1
41,0,8.515191580921567,87,-5,38,-3,10.0,46,48,2,1
40,0,8.50101599317243,80,-2,38,9,10.0,40,41,2,1
47,0,8.486470721521133,79,5,46,0,10.0,32,32,0,1
45,0,8.497536854725588,87,0,44,-27,10.0,42,43,2,1
45,-3,8.492335415541762,81,0,44,-19,10.0,35,37,2,1
53,0,8.49053773991979,88,0,54,8,10.0,35,33,0,1
45,-2,8.499208809462342,84,0,44,0,10.0,39,40,2,1
37,0,8.510334088478915,78,0,-2,24,10.0,41,81,40,1
56,0,11.500742030784473,97,0,38,26,10.0,41,58,18,4
37,0,8.492534092514648,77,0,20,4,10.0,40,56,16,1
37,0,8.48729746984141,83,0,-2,-9,10.0,47,86,40,1
53,4,8.517170699790025,91,0,54,28,10.0,38,37,0,1
55,0,11.497651754623215,77,0,-18,6,10.0,21,95,74,4
37,0,8.494944550631562,79,5,10,14,10.0,42,68,26,1
37,0,8.498966806430458,80,0,36,4,10.0,43,44,0,1
44,0,8.513016294324887,85,0,42,-18,10.0,41,44,2,1
51,-1,8.505233923644399,84,0,50,-23,10.0,33,35,2,1
56,0,11.488858762629734,77,1,-2,23,10.0,21,79,58,4
47,0,8.506835534043198,86,-6,46,0,10.0,40,40,0,1
49,0,8.498215504043719,86,0,46,-18,10.0,38,40,2,1
58,0,8.496999637628706,86,-4,56,0,10.0,28,29,0,1
49,0,8.5134731298067,101,0,46,-30,10.0,52,55,2,1
48,5,8.500632588732069,102,0,46,0,10.0,53,55,2,1
44,3,8.491299564275712,83,0,44,15,10.0,40,39,0,1
37,0,8.490693241737352,83,6,8,-8,10.0,47,75,28,1
38,3,8.498052607998028,102,0,38,1,10.0,64,63,0,1
37,0,8.498083322997289,82,0,10,5,10.0,45,72,26,1
56,0,11.498972191620473,96,3,46,0,10.0,40,50,10,4
37,0,8.491581440697795,97,0,36,-13,10.0,60,61,2,1
37,0,8.487461233214974,78,2,26,-1,10.0,42,52,10,1
41,2,8.494489540522915,78,0,42,-5,10.0,37,37,0,1
37,0,8.50906594771662,81,4,38,21,10.0,44,43,0,1
37,0,8.511127324603486,82,0,36,11,10.0,45,46,0,1
81,0,12.508660356245452,86,0,-24,-7,10.0,4,112,108,5
37,0,8.506910145300003,81,0,36,-11,10.0,44,45,2,1
37,0,8.50787260012661,79,0,0,-5,10.0,42,79,36,1
56,2,8.506578541461023,81,0,56,1,10.0,24,24,0,1
56,-1,11.505396787647273,96,-3,52,-4,10.0,40,44,4,4
37,1,8.487047893226585,106,-1,28,0,10.0,69,78,8,1
38,2,8.494573387877482,76,0,38,7,10.0,38,37,0,1
45,0,8.490938051541345,86,0,46,13,10.0,40,39,0,1
78,1,12.508202969263422,82,2,-42,0,10.0,4,126,122,5
37,0,8.491331278349858,75,8,34,0,10.0,38,41,4,1
56,-2,11.506833001029996,95,-8,42,-13,10.0,40,54,14,4
37,0,8.518328787418042,80,0,16,-11,10.0,43,65,22,1
37,0,8.484022363564648,83,0,2,18,10.0,46,81,34,1
50,5,8.50942376143303,86,1,50,0,10.0,35,37,2,1
55,-4,8.500530586621283,96,0,54,0,10.0,41,42,0,1
37,0,8.491769351351714,107,-6,30,0,10.0,70,76,6,1
37,0,8.502426026381313,75,0,28,20,10.0,38,46,8,1
56,-1,11.492359594893303,78,-3,26,-7,10.0,22,52,30,4
44,0,8.514492889821858,86,0,42,-11,10.0,42,44,2,1
37,0,8.49161838900618,77,0,34,-6,10.0,40,43,4,1
56,0,11.50638964944636,95,0,52,-20,10.0,39,44,4,4
55,0,11.498580119478524,96,3,38,0,10.0,41,57,16,4
46,0,8.481416965125801,77,-1,46,-1,10.0,31,30,0,1
41,3,8.501080634083133,79,0,38,-21,10.0,38,41,2,1
49,-1,8.507316479949095,81,0,46,-15,10.0,33,35,2,1
37,0,8.511547822784491,77,-3,28,-15,10.0,40,48,8,1
82,0,12.50835083706791,86,0,-2,12,10.0,3,88,84,5
47,-4,8.50097971900041,83,-1,46,-2,10.0,36,37,0,1
37,0,8.486563799319192,79,0,30,-15,10.0,43,48,6,1
56,0,11.489983993597004,77,1,-2,18,10.0,21,79,58,4
53,2,8.51027699397642,91,0,52,-5,10.0,38,39,2,1
37,0,8.49497309289283,104,0,26,-15,10.0,67,78,12,1
37,0,8.492524152617806,81,0,38,8,10.0,43,42,0,1
43,0,8.493859671062346,76,-1,42,-2,10.0,33,35,2,1
37,0,8.49606878758183,79,0,26,-15,10.0,42,53,12,1
56,1,8.500556799955534,85,0,56,12,10.0,29,28,0,1
55,0,11.503661359826282,77,0,8,-19,10.0,22,70,48,4
38,0,8.48442131925901,97,6,38,2,10.0,59,58,0,1
47,-3,8.499681595163821,86,-3,46,0,10.0,39,40,0,1
41,0,8.4905131750272,77,0,42,18,10.0,36,35,0,1
37,0,8.507680207737275,107,0,28,23,10.0,69,78,8,1
58,-2,8.501971991320119,96,0,56,0,10.0,38,39,0,1
37,0,8.501532655402176,79,0,6,-24,10.0,42,74,32,1
37,0,8.503668788416926,97,0,24,-27,10.0,60,73,14,1
84,2,12.486525494071333,87,3,-4,0,10.0,3,92,88,5
37,0,8.501902651203787,104,0,20,-14,10.0,67,83,16,1
54,0,8.493191000522499,84,-2,54,0,10.0,30,30,0,1
55,-1,11.491235189016741,99,-2,50,0,10.0,43,49,6,4
49,1,8.513996115334535,88,0,46,0,10.0,39,41,2,1
55,5,8.479464027885975,86,0,54,0,10.0,31,32,2,1
44,1,8.499544537822594,86,-4,44,19,10.0,42,42,0,1
41,-3,8.518339744132808,80,0,42,0,10.0,39,39,0,1
37,0,8.496082601694605,78,0,24,-1,10.0,41,55,14,1
65,-4,8.5094981821994,109,0,64,0,10.0,44,45,0,1
56,4,8.486407077615759,86,0,56,14,10.0,31,30,0,1
49,-1,8.48829230857237,79,0,50,0,10.0,30,30,0,1
43,-1,8.507609132589055,81,-1,42,-8,10.0,37,39,2,1
51,0,8.499437669933062,81,0,52,0,10.0,29,29,0,1
37,0,8.513369080653163,77,0,34,-16,10.0,41,44,2,1
55,0,11.507698832671167,79,0,18,-15,10.0,23,61,38,4
41,0,8.504783393524285,75,0,38,-24,10.0,34,36,2,1
45,0,8.515238906841883,86,0,46,22,10.0,41,40,0,1
42,-3,8.499814246810105,75,0,42,0,10.0,32,34,2,1
55,0,11.494001473182061,96,3,38,-20,10.0,41,57,16,4
37,2,8.513103049152885,77,0,0,-6,10.0,40,77,36,1
46,0,8.490550122776451,81,2,46,3,10.0,35,35,0,1
43,0,8.517246158342356,86,-4,42,0,10.0,44,45,2,1
39,-3,8.496168309445387,76,0,38,0,10.0,37,37,0,1
37,0,8.504821981240555,98,-1,30,4,10.0,61,67,6,1
56,0,11.51487799330883,97,0,50,7,10.0,40,48,8,4
37,0,8.49630666095631,74,-2,24,17,10.0,37,51,14,1
56,0,11.483311996115166,77,0,16,-15,10.0,22,62,40,4
37,0,8.499947552451372,77,0,30,-24,10.0,40,46,6,1
54,0,8.512240900120851,83,1,54,0,10.0,29,29,0,1
37,4,8.507553634103662,75,0,34,1,10.0,37,41,4,1
56,5,8.508601588217697,97,0,54,-4,10.0,40,42,2,1
41,0,8.510265890134406,88,0,42,12,10.0,47,46,0,1
37,0,8.500289095603856,81,-7,24,0,10.0,44,57,14,1
46,0,8.516671064871694,77,-4,46,1,10.0,31,30,0,1
41,3,8.494357869723624,90,4,42,9,10.0,48,48,0,1
43,0,8.48109242706704,88,-2,42,0,10.0,45,46,2,1
55,0,11.513809408293104,77,6,-28,4,10.0,22,106,84,4
42,-4,8.503215902134231,108,0,42,0,10.0,65,66,2,1
37,0,8.498103565135157,81,0,36,-12,10.0,44,45,2,1
37,0,8.487911895108,106,-3,34,1,10.0,68,72,4,1
52,0,8.498832641081313,85,0,52,0,10.0,33,33,0,1
37,0,8.489871982271877,79,0,30,3,10.0,42,48,6,1
37,-42,10.503217071191534,77,0,20,0,10.0,40,57,16,3
43,-2,8.492926675094061,81,0,42,-2,10.0,38,40,2,1
37,0,8.516215534668355,105,-3,18,0,10.0,68,87,18,1
37,-5,8.49751276102682,77,0,20,0,10.0,41,57,16,1
47,-1,8.495573882469435,89,-2,46,0,10.0,41,42,0,1
45,2,8.489750462257039,78,0,44,-2,10.0,33,34,2,1
38,2,8.514306192286282,106,0,38,0,10.0,68,67,0,1
37,-2,8.509650667257223,80,0,20,2,10.0,43,59,16,1
53,4,8.511813130520416,78,0,52,0,10.0,25,26,2,1
54,-3,8.495385882785763,108,0,54,0,10.0,54,53,0,1
55,-5,8.508026109781712,83,3,54,0,10.0,28,28,0,1
37,0,8.48130388213712,76,7,30,12,10.0,40,45,6,1
44,-1,8.483569868391246,77,8,44,0,10.0,34,34,0,1
49,1,8.488399196460266,88,0,50,29,10.0,40,39,0,1
51,0,8.493647395631678,85,0,52,2,10.0,34,33,0,1
37,0,8.488425646057426,76,0,16,1,10.0,39,61,22,1
45,-3,8.507189227819273,87,0,44,-4,10.0,42,43,2,1
43,4,8.50634226047431,79,0,42,0,10.0,36,38,2,1
53,0,8.491910102798487,80,0,54,15,10.0,27,26,0,1
83,1,12.489925996929848,86,5,-6,0,10.0,4,94,90,5
45,-1,8.485733949672001,82,0,44,0,10.0,37,38,0,1
51,0,8.51103657243463,77,-4,50,0,10.0,27,28,2,1
51,0,8.497516737847949,84,0,50,-20,10.0,33,35,2,1
47,5,8.494074811168277,86,4,46,0,10.0,40,40,0,1
56,1,8.521023654595485,92,0,54,-6,10.0,36,38,2,1
37,0,8.497081436761594,90,0,34,7,10.0,53,57,4,1
37,-4,8.507391150251225,76,0,36,0,10.0,39,40,2,1
37,0,8.497088376824125,90,0,26,9,10.0,52,64,12,1
44,0,8.50521106199901,83,0,44,15,10.0,40,39,0,1
45,1,8.509250258333257,85,5,44,0,10.0,40,41,2,1
56,2,11.49925291626309,99,1,46,0,10.0,42,52,10,4
102,0,12.48323710450766,103,0,70,-14,10.0,1,33,32,5
38,2,8.491995244594968,79,0,36,-6,10.0,41,43,2,1
37,0,8.507186125154753,76,0,36,-24,10.0,38,39,2,1
46,0,8.507720673028045,88,5,46,10,10.0,42,41,0,1
41,0,8.478375309085301,78,0,38,-11,10.0,37,39,2,1
79,0,12.488671553376463,83,0,-30,12,10.0,4,114,110,5
43,0,8.492071106652975,82,0,44,13,10.0,39,38,0,1
80,-1,12.478536352150316,84,-2,-40,9,10.0,4,126,122,5
43,0,8.51342057830509,86,4,42,-1,10.0,43,45,2,1
37,0,8.508652941121834,77,0,18,22,10.0,41,59,18,1
41,0,8.498175518120187,80,0,42,3,10.0,39,39,0,1
49,0,8.480308748904424,77,0,50,21,10.0,28,28,0,1
41,-2,8.502472159072584,81,0,42,15,10.0,41,40,0,1
45,1,8.503791124158294,76,0,44,-1,10.0,31,32,2,1
55,0,11.490954290272265,78,0,16,-21,10.0,23,63,40,4
42,0,8.496865945426542,100,3,42,0,10.0,58,59,0,1
45,0,8.483772618721126,88,4,44,0,10.0,43,44,0,1
48,2,8.516858828713966,81,-2,46,0,10.0,33,34,2,1
51,0,8.508305405504519,83,0,50,-9,10.0,32,33,2,1
53,0,8.497563407977214,86,0,52,-2,10.0,33,34,2,1
55,0,11.511783642382222,96,4,50,0,10.0,41,47,6,4
37,0,8.512406480325765,107,6,26,0,10.0,69,81,12,1
41,1,8.503243851899787,76,0,38,-22,10.0,35,37,2,1
51,4,8.4929430361774,80,0,50,-14,10.0,29,31,2,1
37,0,8.496766350304275,105,0,36,15,10.0,68,69,2,1
37,0,8.503541631604289,79,2,16,-3,10.0,42,63,22,1
55,0,8.482416572865361,96,0,54,6,10.0,41,42,2,1
55,0,8.49864746983946,108,-5,54,0,10.0,52,53,0,1
57,4,8.490988666682535,97,0,56,1,10.0,40,40,0,1
56,0,11.498947527752081,79,4,-4,0,10.0,23,84,62,4
47,-1,8.506693938593026,79,0,46,0,10.0,33,33,0,1
55,0,11.494124645009531,98,0,52,10,10.0,42,46,4,4
78,0,12.526562931144321,81,0,-40,2292,10.0,4,123,120,5
51,0,8.496966012298776,80,0,50,-17,10.0,29,31,2,1
39,1,8.523209751596815,77,8,38,0,10.0,38,38,0,1
37,0,8.523568546528121,75,0,18,-13,10.0,38,57,18,1
55,0,11.50228329259315,77,0,38,26,10.0,22,39,16,4
37,0,8.505024398714516,76,-3,28,-2,10.0,39,47,8,1
45,0,8.495209582259188,82,4,46,20,10.0,37,35,0,1
37,0,8.489457413209857,97,2,30,0,10.0,60,66,6,1
56,0,11.50126799264256,97,2,50,-8,10.0,41,48,6,4
41,5,8.503440665718713,78,0,38,0,10.0,37,39,2,1
49,0,8.491896186150115,87,0,46,-10,10.0,38,41,2,1
37,0,8.51167567139607,78,-6,24,0,10.0,42,55,14,1
55,0,11.504219942805925,92,0,24,11,10.0,37,69,32,4
37,0,8.49539946863264,79,0,6,0,10.0,42,74,32,1
49,0,8.488115064173044,84,0,46,-9,10.0,35,37,2,1
37,0,8.50996163765636,76,0,36,-17,10.0,38,39,2,1
55,0,11.50919784274032,77,0,-14,-7,10.0,21,92,70,4
38,0,8.491092945791875,77,0,36,-27,10.0,39,41,2,1
56,0,11.495613955956943,78,0,42,-3,10.0,22,37,14,4
37,0,8.49200265789569,79,0,20,4,10.0,42,58,16,1
55,0,11.49548173713766,82,-2,-20,10,10.0,26,103,76,4
44,-1,8.51176792848173,83,0,44,3,10.0,40,39,0,1
45,-1,8.504102651005585,81,-3,44,-5,10.0,36,37,2,1
56,0,11.489608466207358,91,0,-2,31,10.0,35,93,58,4
51,0,8.512838172536343,88,0,52,2,10.0,37,37,0,1
56,2,11.510774450395733,77,0,10,6,10.0,22,67,46,4
41,0,8.498508008922062,80,0,42,21,10.0,39,39,0,1
37,0,8.492035399966017,76,0,28,0,10.0,40,48,8,1
37,0,8.496416929726127,76,-7,26,8,10.0,39,50,12,1
52,-3,8.492467722975213,81,0,52,-1,10.0,29,30,0,1
42,-2,8.495698138477936,99,0,42,0,10.0,58,58,0,1
55,-1,11.520131499615026,96,3,52,-5,10.0,41,44,4,4
55,1,8.517574824644234,79,0,54,0,10.0,24,25,0,1
41,0,8.483177349714833,82,-3,42,31,10.0,41,41,0,1
51,0,8.4916119535084,84,0,52,6,10.0,33,32,0,1
46,0,8.492088989487778,76,1,46,1,10.0,30,30,0,1
55,0,11.500034537096289,92,6,-4,1,10.0,36,97,60,4
37,0,8.51022227417289,77,1,38,22,10.0,39,38,0,1
37,0,8.50886140739963,78,0,6,12,10.0,42,73,32,1
37,0,8.488588820857286,106,0,30,14,10.0,68,75,6,1
55,0,11.490612937657867,77,0,6,10,10.0,22,72,50,4
45,0,8.503370779390332,76,0,44,-8,10.0,30,32,2,1
43,-3,8.49644580047136,77,1,42,-16,10.0,34,36,2,1
50,0,8.507992033884316,89,-1,50,0,10.0,39,40,0,1
37,0,8.49066806191378,77,0,0,-13,10.0,40,77,36,1
49,0,8.508667998972815,100,0,46,-12,10.0,52,54,2,1
46,0,8.506766310169567,77,0,46,13,10.0,32,31,0,1
37,0,8.493498868024737,76,0,28,17,10.0,40,48,8,1
49,0,8.500593696762104,81,0,50,28,10.0,33,32,0,1
46,-2,8.50382745382933,79,-7,46,0,10.0,33,32,0,1
47,5,8.513348753549126,83,2,46,0,10.0,36,37,0,1
55,0,8.485453697159373,81,-2,54,-5,10.0,25,26,2,1
53,0,8.489753979106622,83,0,54,15,10.0,30,29,0,1
55,3,11.511975350724883,93,0,52,0,10.0,38,42,4,4
37,0,8.505599413047287,98,0,30,-17,10.0,61,67,6,1
53,0,8.525066568164332,86,-5,52,-6,10.0,33,35,2,1
37,0,8.51841706453894,109,6,36,0,10.0,72,73,0,1
50,-3,8.493099576978818,85,-3,50,0,10.0,36,36,0,1
53,0,8.493107189059202,102,-7,54,8,10.0,48,48,0,1
